"","CHFB","CHFCD4","CHFCD8","CHFgama","CHFMONO","CHFNK","PWSB","PWSCD4","PWSCD8","PWSGAMA","PWSMONO","PWSNK"
"PHACTR1",-0.233935906539691,-0.233935906539691,-0.233935906539691,-0.233935906539691,-1.62533448975148,-0.233935906539691,1.19214877269449,-0.233935906539691,-0.233935906539691,-0.233935906539691,2.53860887591421,-0.233935906539691
"PHLDA2",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"PIK3R1",0.0904227112063226,0.0904227112063226,0.0904227112063226,0.0904227112063226,0.0904227112063226,-1.43784660159357,-0.784844198565459,-0.603890746087603,-0.933698406257435,2.57171792975177,0.646025755514356,0.0904227112063226
"PIM2",-1.49006650386262,-0.280393566481153,-0.280393566481153,-0.280393566481153,-0.280393566481153,-0.280393566481153,2.10058553363165,1.91302306856134,-0.280393566481153,-0.280393566481153,-0.280393566481153,-0.280393566481153
"PLAC8",0.140853778937262,0.140853778937262,-2.07359243328202,0.140853778937262,0.140853778937262,-0.593272126557477,0.140853778937262,0.140853778937262,-1.20192224435967,0.140853778937262,1.9934238584541,0.889386493184227
"PLAUR",-0.174061649950644,-0.174061649950644,-0.174061649950644,-0.174061649950644,-1.27237144177648,-0.174061649950644,-0.174061649950644,-0.174061649950644,-0.174061649950644,-0.174061649950644,3.01298794128291,-0.174061649950644
"PLEK",-0.424457983246798,-0.424457983246798,1.99444266183711,-0.424457983246798,-0.424457983246798,0.519278986902586,-0.424457983246798,-0.424457983246798,1.09059354415728,-1.0882707454192,1.29936135997601,-1.26865790797299
"PLIN2",-0.346865926352798,-0.346865926352798,-0.346865926352798,-0.346865926352798,-1.42201091056392,-0.346865926352798,-0.346865926352798,-0.346865926352798,0.479292367967844,1.1973132217381,2.52033273168036,-0.346865926352798
"PMAIP1",-0.954874208118117,0.174143140424578,-0.465552230853343,-1.71194099131031,-0.637943677850903,-1.07894443818939,0.898569103480022,0.174143140424578,0.720679917228297,0.975390079914241,0.174143140424578,1.73218702442577
"POLR2J3",0.841158435954242,1.07433437409175,1.389673233683,-0.550660023129991,1.12815619160458,0.827329472100913,-0.491672423547069,-0.443751554818696,-0.278806062020816,-1.40910823480439,-0.677545174309132,-1.40910823480439
"PPDPF",-0.763105737388305,-1.23534806351559,1.03929926210031,-1.06346057906313,-1.22552547424541,-0.578961811251951,0.381610555821587,0.292927242596648,1.09961303957838,-0.43970256316108,1.01960972887602,1.47304439965252
"PPIF",-0.112370810180191,-0.112370810180191,-0.112370810180191,-0.112370810180191,-1.70114927003859,-0.112370810180191,-0.112370810180191,-0.112370810180191,-0.112370810180191,-0.112370810180191,2.8248573718405,-0.112370810180191
"PPP1R15A",-0.451421200229167,-0.218724682593884,-0.546251460121788,-1.50964054111941,-0.629884599524632,-1.43786643623737,0.948157567159088,0.712885370050097,0.561237680489785,0.44084939601174,0.19344621520641,1.93721269090914
"PRELID1",-0.708100536320845,-0.708100536320845,0.53770408206615,-0.708100536320845,-0.708100536320845,-0.708100536320845,1.07291268864412,0.668669847414218,0.334097332141193,-0.708100536320845,2.34331980398023,-0.708100536320845
"PRF1",-0.462593474284685,-0.462593474284685,2.56703478532395,-0.462593474284685,-0.462593474284685,-0.462593474284685,-0.462593474284685,-0.462593474284685,1.5760673482741,0.0202391349641123,-0.462593474284685,-0.462593474284685
"PRSS23",-0.700951037822058,-0.700951037822058,1.99682798713274,-0.700951037822058,-0.700951037822058,1.54799265013771,-0.700951037822058,-0.700951037822058,1.03989467110719,0.0128730303273277,-0.700951037822058,0.309068926049437
"PTGDS",-0.331307453423165,-0.331307453423165,-0.331307453423165,-0.331307453423165,-0.331307453423165,0.170919167068671,-0.331307453423165,-0.331307453423165,-0.331307453423165,-0.331307453423165,-0.331307453423165,3.14215536716298
"PTMS",-0.370629393184184,-0.370629393184184,1.33384889394753,-0.370629393184184,-0.370629393184184,-0.370629393184184,-0.370629393184184,-0.370629393184184,1.8734017599892,1.39265405344778,-0.370629393184184,-1.63486956191103
"PTP4A2",-0.692897318616706,-0.692897318616706,0.366876787503697,-0.692897318616706,-0.692897318616706,1.09627956393776,-0.692897318616706,-0.692897318616706,0.412920330419149,0.562608863176141,2.41159568528019,-0.692897318616706
"RAB5IF",-0.528261660924623,-0.528261660924623,0.807700917604925,-0.528261660924623,-0.528261660924623,-0.528261660924623,-0.528261660924623,-0.528261660924623,-0.528261660924623,2.12830567032164,-0.528261660924623,1.81834836039504
"RAC1",-0.243195514232635,-0.243195514232635,-0.243195514232635,-0.243195514232635,-1.59600748934912,-0.243195514232635,-0.243195514232635,-0.243195514232635,-0.243195514232635,1.27665938995046,-0.243195514232635,2.50810772749237
"RASGEF1B",-0.133777140177281,-0.133777140177281,-0.133777140177281,-0.133777140177281,-2.0340986255641,-0.133777140177281,0.765010993661226,-0.133777140177281,-0.133777140177281,-0.133777140177281,2.4730818934984,-0.133777140177281
"RASSF5",-0.0127040855013528,-0.0127040855013528,-0.0127040855013528,-0.0127040855013528,-0.0127040855013528,-0.0127040855013528,-0.0127040855013528,-1.28398587067534,-1.34684388967231,-0.0127040855013528,2.74516652985982,-0.0127040855013528
"RBM38",-1.64989437808651,-0.246670931877351,-0.246670931877351,-0.246670931877351,-0.246670931877351,-0.246670931877351,-0.246670931877351,-0.246670931877351,-0.246670931877351,1.58708723629529,-0.246670931877351,2.28284552868737
"RCSD1",1.93492305352391,0.935425867715238,0.0359927220616935,0.0359927220616935,1.23979825410637,0.0359927220616935,0.0359927220616935,-1.46544320028894,-0.919730611458457,-0.830703295593811,0.0359927220616935,-1.07423367831278
"RETN",0.0988346000312181,0.0988346000312181,0.0988346000312181,0.0988346000312181,-2.77604759248146,0.0988346000312181,0.0988346000312181,0.0988346000312181,0.0988346000312181,0.0988346000312181,1.78770159216928,0.0988346000312181
"RGCC",-0.441089970940177,0.440671185308854,-0.441089970940177,-0.441089970940177,-1.4447730110204,-0.441089970940177,-0.441089970940177,-0.441089970940177,-0.441089970940177,2.45143675762518,0.79106549933254,0.849229365335071
"RGS1",-0.592760112324912,-1.16076886991343,-0.924391698331195,-1.29455896585049,-0.592760112324912,-0.592760112324912,0.906672858446354,1.38892626342273,0.63829005127583,0.363391287952183,0.207047381770667,1.65367202820208
"RGS2",-1.04525751634256,-0.218652402515509,-0.218652402515509,-0.681900270188017,-0.218652402515509,-0.218652402515509,1.56074228879362,-0.218652402515509,0.367950577970419,1.20495137832289,-1.75835153693203,1.44512709095322
"RHOC",-0.485894974120486,-0.485894974120486,0.673889061248006,-0.485894974120486,-0.485894974120486,-0.485894974120486,-0.485894974120486,-0.485894974120486,-0.485894974120486,-0.485894974120486,2.73815326111115,0.961012444725218
"RORA",0.0202309819156799,0.0202309819156799,2.28651226390567,0.0202309819156799,0.0202309819156799,0.684905110967206,0.0202309819156799,-1.06296366501703,0.667235275785034,-1.13864486203171,0.0202309819156799,-1.55843001510326
"RPL12",-1.16686880355054,-0.527601133490881,-1.65525240529782,0.590679098314943,-1.25559303745373,-0.527601133490881,1.01693437474881,0.438694525646227,0.298176403640681,1.4760421737959,0.481533387780786,0.830856549356503
"RPL22L1",-0.445173337130279,-0.845264485028746,-0.845264485028746,-0.845264485028746,-0.845264485028746,-1.34747063854761,1.74776170126581,0.929174142467042,0.857369555474019,0.942643467654018,0.763001753289148,-0.066248704357165
"RPL37",-0.267468961408834,-0.267468961408834,-2.0418430054145,0.584029891978175,-1.27757951342033,-0.267468961408834,0.8107314803644,0.675568709964936,-0.267468961408834,1.14939379045515,-0.267468961408834,1.43704345311633
"RPL38",-1.17298074688547,-0.832418526059346,-1.91809022943107,0.125569327870699,-0.874119846547537,-0.302178331655613,0.819931681611723,0.83781936021552,0.66626336180702,1.26778576523348,0.689857031687231,0.692561152153361
"RPS16",-0.348128317600684,-0.348128317600684,-2.42011449819805,0.421625097536688,-0.348128317600684,-0.348128317600684,0.946916412735153,-0.348128317600684,-0.348128317600684,0.913441927470418,1.23081175381063,0.996089212249267
"RPS26",-0.840183274159604,-0.840183274159604,-0.707068079585722,-1.17877952652077,-1.0891982256333,-0.727266783551842,1.27936947491463,1.31806333302062,1.32549741063174,0.750371787249246,0.2172812332739,0.492095924520708
"RPS29",-1.10800000568392,-0.884224399924739,-1.74626822274205,0.0615714001538461,-1.14060345929872,-0.30879300706182,0.982500727284172,0.818797723003234,0.603393065649431,1.12264539057085,0.764942983824782,0.834037804224929
"RPS3A",-1.21164140915038,-0.24759031996445,-2.35533102913117,0.0320119489785916,-0.507769554506973,0.0670369962799395,0.780892883309805,1.16919849991715,1.02477192451004,0.225827832517248,0.339730875517854,0.682861351722341
"RPS4X",0.564692087299086,1.60993695219356,0.579425168059225,1.35503370703194,0.528585879024119,0.505252505899345,0.0439611464065479,-1.03737748918276,-1.03737748918276,-1.03737748918276,-1.03737748918276,-1.03737748918276
"RPS9",-0.932991223295573,-0.932991223295573,-0.932991223295573,1.17352857602542,-0.932991223295573,-0.932991223295573,-0.0894196359641965,-0.0810419273241925,0.08814680453706,1.28053852294603,1.84623155967598,0.446972216581765
"RRAS",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"RSRP1",0.790708626915251,0.38736473167041,1.15817655895896,-0.429360321451452,1.87492187526485,-0.429360321451452,-0.429360321451452,-0.429360321451452,-0.429360321451452,-0.429360321451452,-2.02690418586118,0.391894321760418
"RUNX3",-0.522430093835693,-0.522430093835693,0.963002697819838,-0.522430093835693,-0.522430093835693,-0.522430093835693,-0.522430093835693,-0.522430093835693,-0.522430093835693,1.3096754341695,2.4291927125319,-0.522430093835693
"S100A10",-0.735877126212564,-0.735877126212564,0.361231276536198,-0.735877126212564,-0.735877126212564,-0.735877126212564,1.94452660456081,-0.735877126212564,1.48416694257252,0.970881109368223,0.390333950450192,-0.735877126212564
"S100A11",0.770246268671514,0.616637458990458,1.55771551868949,-0.458315615491519,-0.458315615491519,-0.458315615491519,-0.458315615491519,-0.458315615491519,0.819630288834447,-0.458315615491519,1.09805007986825,-2.11238592210505
"S100A12",-0.281315807392174,-0.281315807392174,-0.281315807392174,-0.281315807392174,-1.06031549404408,-0.281315807392174,-0.281315807392174,-0.281315807392174,-0.281315807392174,0.631672354784042,2.9604854057896,-0.281315807392174
"S100A4",-0.203922108821452,-0.203922108821452,2.43474717443121,-1.10092040335924,-0.774449010757581,-0.203922108821452,-0.203922108821452,-0.203922108821452,1.36027767205906,-0.203922108821452,0.329454302299854,-1.0255770817446
"S100A6",-0.111524131659344,-0.111524131659344,2.01526760208453,-1.32342466838452,-0.111524131659344,-0.924417670112033,-0.111524131659344,-0.111524131659344,1.8726929895726,-0.111524131659344,-0.111524131659344,-0.859449331545176
"S100A8",0.515236026056735,-0.605722525619841,-0.605722525619841,0.252418237096275,-1.14736717095573,-0.605722525619841,-0.605722525619841,-0.605722525619841,-0.605722525619841,1.92368988534611,0.249068118921877,1.84129005725378
"S100A9",-0.440739272896681,-0.726378553012236,-0.440739272896681,-0.113876858945913,-0.728364656842378,-0.440739272896681,-1.20365844849686,0.0309685199590341,0.0125923000986426,2.11309243659911,0.0876017782258178,1.85024130110483
"S100B",0.195110991829107,0.195110991829107,0.195110991829107,1.85958871164156,0.195110991829107,-1.23199952117321,0.195110991829107,0.195110991829107,0.195110991829107,0.195110991829107,0.195110991829107,-2.38358811693032
"S1PR5",-0.410077128992582,-0.410077128992582,2.72499845859458,-0.410077128992582,-0.410077128992582,-0.410077128992582,-0.410077128992582,-0.410077128992582,1.37577283133125,-0.410077128992582,-0.410077128992582,-0.410077128992582
"SAMSN1",-0.652334180125715,-0.652334180125715,0.250339643797785,-0.652334180125715,0.199706492755107,-0.652334180125715,-0.652334180125715,-0.652334180125715,0.480456628434489,1.08369208478757,2.55214441110506,-0.652334180125715
"SARAF",-0.59633648024615,-0.59633648024615,-1.44047142106817,0.693622536791511,-0.59633648024615,0.366446928922447,-0.59633648024615,0.541462112026767,-0.59633648024615,1.85841041575857,-0.59633648024615,1.55854830904578
"SAT1",-0.999697256241265,-0.999697256241265,0.519871346394199,-0.999697256241265,-0.999697256241265,-0.999697256241265,0.255247509189024,0.337811974508484,0.139770224598407,1.89914816907885,1.25660432701939,0.590032730417968
"SDR42E2",-0.596348776334396,-0.596348776334396,-0.596348776334396,-1.51044937257093,-0.596348776334396,-0.596348776334396,0.87193324295535,1.36851988674823,0.607823984486345,0.387741234128319,-0.596348776334396,1.85252368225906
"SELENOK",-0.738705638793182,-0.738705638793182,-0.738705638793182,-0.738705638793182,-0.738705638793182,-0.738705638793182,-0.738705638793182,0.263438225088538,0.458477207159199,1.78486336107955,1.0439974264298,1.62016325179519
"SERPI01",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"SERPINB9",-0.456683077741137,-0.456683077741137,0.729020270990541,-0.456683077741137,0.838113675122365,1.41175495640913,-1.66438221880657,-0.456683077741137,-0.456683077741137,-0.456683077741137,1.88227486047249,-0.456683077741137
"SERTAD1",-0.153591123590036,-0.153591123590036,-0.153591123590036,-1.6219033648245,-0.153591123590036,-1.04379676711768,-0.153591123590036,-0.153591123590036,0.63714777574235,-0.153591123590036,0.57912151984319,2.52456870148689
"SERTAD3",-0.50288563323851,-0.50288563323851,-0.50288563323851,-0.50288563323851,-0.50288563323851,-0.50288563323851,-0.50288563323851,-0.50288563323851,0.6438945762022,1.31890599289245,-0.50288563323851,2.56317013005194
"SH2D2A",-0.647563536943402,-0.647563536943402,1.26235783330883,-0.647563536943402,-0.647563536943402,-0.647563536943402,-0.647563536943402,-0.647563536943402,0.582523176036812,1.39467770733948,-0.647563536943402,1.94094957886209
"SH3BGRL3",-0.68624073801352,-0.68624073801352,2.3798019685983,-0.68624073801352,-0.68624073801352,0.0253702341424505,0.545721604096809,-0.68624073801352,1.03861089308683,-0.68624073801352,0.814180466170242,-0.68624073801352
"SIGLEC10",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"SKIL",0.304004345909077,-0.702168735892372,-0.702168735892372,-0.702168735892372,-0.702168735892372,-0.702168735892372,-0.702168735892372,0.390960537633668,-0.702168735892372,0.704476743554522,2.31775590987021,1.19798361427913
"SLC2A3",-1.24682916700008,-0.598399811238985,-0.598399811238985,-0.598399811238985,0.106169075711613,-0.598399811238985,1.10845238984218,2.23166841055954,-0.598399811238985,0.929227582495409,-0.598399811238985,0.461710575825254
"SLC8A1",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813
"SLFN5",0.293716967918428,1.10893576880918,0.819761331042576,0.862665349459484,1.09267488599267,0.293716967918428,0.293716967918428,-1.43845789327786,-1.27260421176574,-0.743701796663402,0.293716967918428,-1.60414130527062
"SNHG9",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294
"SOCS3",-0.507246870390586,0.10383249354062,-1.02738795637676,-0.507246870390586,0.0264504122310489,-0.507246870390586,-0.507246870390586,2.76204943512491,-0.507246870390586,0.407877639355512,0.770659198468185,-0.507246870390586
"SPN",-0.0831815234556624,-0.0831815234556624,1.39554324198742,-0.0831815234556624,-0.0831815234556624,-0.0831815234556624,-0.0831815234556624,-1.0857119271533,-0.0831815234556624,-0.0831815234556624,2.14696028362844,-1.79133941081727
"SPON2",-0.106085801215342,-0.106085801215342,2.80251485027692,-1.7416568381235,-0.106085801215342,-0.106085801215342,-0.106085801215342,-0.106085801215342,-0.106085801215342,-0.106085801215342,-0.106085801215342,-0.106085801215342
"SRGN",-0.746244003332331,-1.46830922865417,0.539865231078786,-0.746244003332331,-0.746244003332331,-0.746244003332331,-0.746244003332331,0.244563761963631,0.702123263054161,1.59525847615382,1.52157353800437,0.596144975061057
"SRSF2",-0.663603397132917,-0.663603397132917,-0.663603397132917,-0.663603397132917,-0.663603397132917,-0.663603397132917,-0.663603397132917,0.262328355873268,0.341512119777185,1.63325125607398,0.163655677489681,2.24447637071631
"SRSF7",-0.544594767998163,-0.544594767998163,0.270650483475312,-0.544594767998163,-0.544594767998163,-0.544594767998163,-0.544594767998163,-0.544594767998163,0.485091550271416,2.75839852378029,-0.544594767998163,0.842617586458282
"SSBP4",-0.509749285688131,-0.509749285688131,2.44269845567344,-0.509749285688131,-0.509749285688131,-0.509749285688131,-0.509749285688131,-0.509749285688131,1.5163783747247,0.628666740795044,-0.509749285688131,-0.509749285688131
"STAT1",-0.334471603618163,-0.334471603618163,-0.334471603618163,0.987913306045368,0.423779998019889,-0.334471603618163,-0.334471603618163,-1.38668746794439,-0.334471603618163,2.65076699282444,-0.334471603618163,-0.334471603618163
"STX7",1.91844943360805,0.0202697748163401,0.543159856916074,0.0202697748163401,1.01151711654224,0.0202697748163401,-2.25937587961526,0.0202697748163401,0.0202697748163401,0.0202697748163401,-0.703126772647218,-0.632242403701918
"SULT1A1",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"SYNE1",0.842705869180715,0.763285711783041,1.551049665549,0.171810469481245,0.681455194462179,0.171810469481245,0.171810469481245,-0.680648043159244,0.171810469481245,-1.5569546309411,-0.365011246303745,-1.92312439849583
"TAGAP",-0.340668303900726,-0.340668303900726,-0.340668303900726,1.48494843451749,-0.340668303900726,-0.340668303900726,2.09786753671744,-0.340668303900726,-0.340668303900726,-0.340668303900726,0.815816111410434,-1.67328565143956
"TAGLN2",-0.563597682462821,-0.563597682462821,-0.563597682462821,-0.563597682462821,-1.72639482130299,-0.563597682462821,1.71860339002071,0.522004912260553,-0.563597682462821,1.17085422414698,1.04527842850955,0.651239961142141
"TCF7L2",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"TECR",-0.59344487905019,-0.59344487905019,-0.59344487905019,-0.59344487905019,-0.59344487905019,0.680412884751301,-0.59344487905019,-0.59344487905019,0.787555416399243,0.712023169894281,-0.59344487905019,2.5675675613567
"TERF1",-0.518189431854055,-0.518189431854055,1.08957423878785,-0.518189431854055,-0.518189431854055,1.07680465050658,-0.518189431854055,-0.518189431854055,-0.518189431854055,-0.518189431854055,-0.518189431854055,2.49732599739205
"TGFB1",-0.496128238714244,-0.496128238714244,2.67938114713025,-0.496128238714244,-0.496128238714244,-0.496128238714244,-0.496128238714244,-0.496128238714244,0.818270821755833,-0.496128238714244,-0.496128238714244,0.967502179542107
"TIMP1",0.0186405220849504,0.0186405220849504,0.0186405220849504,0.0186405220849504,0.0186405220849504,-1.3447672200675,0.0186405220849504,0.0186405220849504,-0.673380500165031,0.0186405220849504,2.80383726110986,-0.934813717556928
"TMEM176A",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"TMEM176B",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"TMIGD2",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294
"TMSB10",-0.105802620873978,-1.29963928201007,-1.2264608064637,-0.791735827875569,-1.03269778002925,-0.105802620873978,-0.105802620873978,0.839537019779856,-0.105802620873978,1.61181417275571,0.975289805230293,1.34710318210865
"TNFAIP3",0.214202914423791,-0.847829258822212,-0.700928886617361,-1.94306029147513,-0.922355164132141,-0.66253175058948,0.214202914423791,1.09611616868469,0.657833907066991,0.66662672800488,0.922855802565974,1.30486691646621
"TNFSF10",0.962047384123872,-0.059132046800241,-0.059132046800241,-0.059132046800241,2.39662310338868,-0.059132046800241,-1.17888913897287,-0.059132046800241,-0.059132046800241,-0.059132046800241,-1.70672497413776,-0.059132046800241
"TOMM7",-1.3731817394906,-0.434434065837819,-1.5193670627306,-0.434434065837819,-1.12215557193643,-0.434434065837819,0.845854158331697,0.785887870890087,0.841193620458992,1.22339169897449,1.06397883064382,0.557700392372001
"TPPP3",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"TRBC1",-0.442107842362247,-0.442107842362247,-1.10063828796984,-1.21594171487614,-0.442107842362247,-0.442107842362247,-0.442107842362247,1.30413988062407,1.87964353808813,0.499288287211366,-0.442107842362247,1.28615535109589
"TRG-AS1",-0.369954832978511,-0.369954832978511,1.40338399177659,1.04185549124306,0.862574342599297,1.61599495142455,-0.369954832978511,-0.369954832978511,-0.369954832978511,-1.11502392944629,-0.369954832978511,-1.58905584972614
"TRIB1",-0.055702291052476,-0.055702291052476,-0.055702291052476,-0.055702291052476,-2.04676651589401,-0.055702291052476,-0.055702291052476,-0.055702291052476,-0.055702291052476,-0.055702291052476,2.60378942641877,-0.055702291052476
"TSC22D3",-1.14712545401204,-0.519413547075511,-0.231495218041108,-1.41879958337881,-0.355526866443178,-1.08469609009103,1.13548510433536,1.35944997057969,1.1375738357178,0.103262483193593,-0.224573472701698,1.24585883791694
"TSIX",-0.288675134594813,3.17542648054294,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813
"TUBA1B",-0.399504158990373,-0.399504158990373,2.84125819988414,-0.399504158990373,-0.399504158990373,-0.399504158990373,-0.399504158990373,-0.399504158990373,-0.399504158990373,-0.399504158990373,1.15378339001959,-0.399504158990373
"TXNIP",0.249926522442168,0.702204071468876,0.249926522442168,1.56417012175797,1.66604473217897,0.667939736091557,-0.919370829006021,-0.497110857787632,-0.670702990167024,-0.704887160302304,-1.08099109132315,-1.22714877779557
"UBB",-0.573672159026472,-0.573672159026472,-0.573672159026472,-1.52940549719718,-0.573672159026472,-0.573672159026472,0.447120868857921,-0.573672159026472,0.753124436657322,0.925547945013536,0.710881747035501,2.13476345379173
"UBC",-1.59629766569404,-1.13993742952418,0.888050693459175,-1.48473175549017,-0.256266453678481,-0.256266453678481,0.576667940881427,0.716265701783476,1.38337896526119,0.406850221763258,-0.256266453678481,1.01855268859531
"UCP2",0.174506041179435,-0.27614797755341,1.16959665192476,-1.28757964393092,0.297694471250314,-1.28757964393092,0.498934567541442,0.355936886989456,0.052351559264669,-1.28757964393092,1.98256167947313,-0.392694948277038
"VAMP5",-0.519362906079693,-0.519362906079693,-0.519362906079693,-0.519362906079693,-0.519362906079693,-0.519362906079693,-0.519362906079693,-0.519362906079693,-0.519362906079693,0.916011937462192,2.45836984520917,1.29988437204588
"VEGFA",-0.168526461098395,-0.168526461098395,-0.168526461098395,-0.168526461098395,-1.31328164392473,-0.168526461098395,-0.168526461098395,-0.168526461098395,-0.168526461098395,-0.168526461098395,2.99854625490868,-0.168526461098395
"VIM",-1.25424389912779,-0.241442748556315,-0.241442748556315,-1.42018825181909,-0.241442748556315,-0.241442748556315,2.11410644881332,1.13577368113244,1.11465126089534,-0.241442748556315,-0.241442748556315,-0.241442748556315
"VMP1",-0.327432830962447,0.62858096051899,0.764216133912363,-0.327432830962447,2.66404087587898,-0.327432830962447,-0.327432830962447,-0.327432830962447,-0.327432830962447,-0.327432830962447,-1.43737532261075,-0.327432830962447
"WARS",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"XIST",0.969345545345959,1.08362535959045,0.859303220185986,0.456725500245557,1.36096049606074,0.898413462179723,-0.938062263934737,-0.938062263934737,-0.938062263934737,-0.938062263934737,-0.938062263934737,-0.938062263934737
"YPEL3",-0.597687849587727,-0.597687849587727,-0.597687849587727,-0.597687849587727,-0.597687849587727,1.03279117131831,-0.597687849587727,-0.597687849587727,0.593147400138693,0.643737241116009,-0.597687849587727,2.5118269841288
"YPEL5",-0.747591412006359,-0.143352891344125,-0.801920760620186,-1.66998118356179,-0.143352891344125,-1.28518714892929,0.730674388416407,1.1816742514574,0.671479850112187,0.900389864175513,-0.143352891344125,1.45052082498849
"ZEB2",-0.395460029302628,-0.395460029302628,2.40220980932613,-0.395460029302628,0.399801512548198,1.00257142689797,-1.29604798062805,-0.395460029302628,0.779788281460247,-0.395460029302628,-0.395460029302628,-0.915562873788726
"ZFP36",-0.920819717037632,-0.646500023564469,-0.10862259584699,-1.04014488317948,-1.40800527215259,-0.659919780170576,0.27150508974243,0.851812858142985,0.25460039005718,1.45063189962982,0.158559103181703,1.79690293119761
"ZFP36L2",-1.34611115771701,0.110415479440051,-0.851800602976788,0.76364139920781,0.110415479440051,0.110415479440051,0.110415479440051,0.937121961898997,-1.03650976892097,1.81995929405706,-1.43653431384611,0.708571270536812
"ZNF331",-0.676964600477305,-0.676964600477305,-0.676964600477305,0.109280597039672,-0.676964600477305,-0.676964600477305,0.667697692109112,0.256814971030036,-0.676964600477305,2.30245487999958,-0.676964600477305,1.40250406316273
